ARTICLE_ID,HEADLINE,AUTHOR,CONTENT,ARTICLE_URL,MEDIA_PROVIDER,PUBLISH_DATE,VIEW_COUNT,COMMENT_COUNT,UNIQUE_COMMENTERS,ENGAGEMENT,LIKES_AND_VOTES,INBOUND_LINKS,FORUM_THREAD_SIZE,FOLLOWING,FOLLOWERS,UPDATES,BLOG_POST_SENTIMENT,BLOG_POST_ENGAGEMENT,BLOG_POST_CLASSIFICATION,BLOG_POST_ASSIGNMENT,BLOG_POST_PRIORITY,BLOG_POST_COMMENT,BLOG_POST_NOTE,BLOG_POST_TAG,BLOG_SOURCE_TAG,FIRST_ENGAGEMENT_ACTIVITY,LAST_ENGAGEMENT_ACTIVITY
410538745354,"TWEET FROM: IHNASDAQOMX","IHNASDAQOMX","News: RadNet and Barnabas Health Announce a Significant http://t.co/MXTgUdE38S","http://twitter.com/IHNASDAQOMX/statuses/629600521356079104","TWITTER","Aug 07, 2015 10:30 AM",0,0,0,0,0,0,0,502,548,172811,Neutral,,,,,,,,,,
410537362754,"TWEET FROM: IMAGING_NEWS","IMAGING_NEWS","RadNet And Barnabas Health Announce A Significant Expansion Of Their New Jersey Imaging Joint Venture http://t.co/YXlJuvykYi  - #Imaging","http://twitter.com/Imaging_News/statuses/629598790178045952","TWITTER","Aug 07, 2015 10:23 AM",0,0,0,0,0,0,0,5429,7735,36005,Neutral,,,,,,,,,,
410536349660,"TWEET FROM: STOCKSANDMONEY1","STOCKSANDMONEY1","RadNet, Barnabas Health Expand New Jersey Imaging JV http://t.co/EBqBgvMMi9","http://twitter.com/stocksandmoney1/statuses/629597530825867264","TWITTER","Aug 07, 2015 10:18 AM",0,0,0,0,0,0,0,16,119,14674,Neutral,,,,,,,,,,
410536329707,"TWEET FROM: ALERTTRADE","ALERTTRADE","http://t.co/VS8RO1bzXJ RadNet, Barnabas Health Expand… http://t.co/BVxgtBmoPp #News #RDNT #Contracts #PressReleases #RDNT #Financial #News","http://twitter.com/AlertTrade/statuses/629597530695663617","TWITTER","Aug 07, 2015 10:18 AM",0,0,0,0,0,0,0,54998,55165,692412,Neutral,,,,,,,,,,
410539331990,"Post from StocksandMoney  ","STOCKSANDMONEY","RadNet, Barnabas Health Expand New Jersey Imaging JV RadNet, Inc.","http://www.facebook.com/permalink.php?story_fbid=938001412912961&id=438471509532623","Facebook Link Posts","Aug 07, 2015 10:18 AM",0,0,0,0,0,0,0,0,0,0,Neutral,,,,,,,,,,
410535404425,"TWEET FROM: ALERTTRADE","ALERTTRADE","RadNet, Barnabas Health Expand New Jersey Imaging JV - http://t.co/6qu7EeEKKl ~ via @AlertTrade","http://twitter.com/AlertTrade/statuses/629596383150915585","TWITTER","Aug 07, 2015 10:14 AM",0,0,0,0,0,0,0,54964,55164,692411,Neutral,,,,,,,,,,
410535016582,"TWEET FROM: WOLFETRADER","WOLFETRADER","RadNet and Barnabas Health Announce a Significant Expansion of Their New Jersey Imaging Joint Venture:  http://t.co/PaBkqcrsAi #invest","http://twitter.com/WolfeTrader/statuses/629595851959054336","TWITTER","Aug 07, 2015 10:12 AM",0,0,0,0,0,0,0,25,118,23103,Neutral,,,,,,,,,,
410534407940,"TWEET FROM: BENZINGAMEDIA","BENZINGAMEDIA","RadNet, Barnabas Health Expand New Jersey Imaging JV - http://t.co/NWa0jPNdGa","http://twitter.com/BenzingaMedia/statuses/629595099152949248","TWITTER","Aug 07, 2015 10:09 AM",0,0,0,0,0,0,0,137,2115,302836,Neutral,,,,,,,,,,
410532760976,"TWEET FROM: GNWLIVE","GNWLIVE","RadNet and Barnabas Health Announce a Significant Expansion of Their New Jersey Imaging Joint Venture $RDNT http://t.co/xeqZA3nH77","http://twitter.com/GNWLive/statuses/629593073786462208","TWITTER","Aug 07, 2015 10:01 AM",0,0,0,0,0,0,0,260,121,174895,Neutral,,,,,,,,,,
410542015628,"Post from St Barnabas Lincolnshire Hospice  ","ST BARNABAS LINCOLNSHIRE HOSPICE","Our lucky £1000 winner lives in Gainsborough, could it be you? Click here to see this week's Lottery Winners.","http://www.facebook.com/permalink.php?story_fbid=838615936206729&id=176807392387590","Facebook Link Posts","Aug 07, 2015 10:00 AM",0,0,0,0,0,0,0,0,0,0,Neutral,,,,,,,,,,
410514103930,"TWEET FROM: HEADLINEMEDICAL","HEADLINEMEDICAL","Medical Technologist (Cytology): Barnabas Health - Newark, NJ - of a general supervisor. Requirements: Bachelor of… http://t.co/nbnkkD1fLn","http://twitter.com/HeadlineMedical/statuses/629567125330468865","TWITTER","Aug 07, 2015 08:17 AM",0,0,0,0,0,0,0,0,9,5876,Neutral,,,,,,,,,,
410508767146,"TWEET FROM: MEDICALJOBSUSA","MEDICALJOBSUSA","Medical Technologist (Cytology): Barnabas Health - Newark, NJ - of a general supervisor. Requirements: Bachelor of… http://t.co/xWqgi8XESW","http://twitter.com/MEDICALJOBSUSA/statuses/629559052670930946","TWITTER","Aug 07, 2015 07:45 AM",0,0,0,0,0,0,0,147,164,32148,Neutral,,,,,,,,,,
410508726180,"TWEET FROM: MEDICALJOBSUSA","MEDICALJOBSUSA","Medical Technologist (Cytology): Barnabas Health - Newark, NJ - of a general supervisor. Requirements: Bachelor of… http://t.co/MBoxPjKzKa","http://twitter.com/MEDICALJOBSUSA/statuses/629559048866631680","TWITTER","Aug 07, 2015 07:45 AM",0,0,0,0,0,0,0,147,164,32145,Neutral,,,,,,,,,,
410435666765,"TWEET FROM: WESTESSEXNOW","WESTESSEXNOW","Barnabas Health Group - Liv 1) Patient Services Rep  http://t.co/kokvh49ghs and http://t.co/EdzBw1ZfAn 2) Receptionist  http://t.co/QEyW5A1vlw","http://twitter.com/WestEssexNOW/statuses/629479078773530624","TWITTER","Aug 07, 2015 02:28 AM",0,0,0,0,0,0,0,353,871,7199,Neutral,,,,,,,,,,
410431359160,"TWEET FROM: WESTESSEXNOW","WESTESSEXNOW","(3/3) Barnabas Health Ambulatory Care Center - Livingston - lists  5) Ultrasound Technologist  http://t.co/W9qQg4CdVl","http://twitter.com/WestEssexNOW/statuses/629475514336587776","TWITTER","Aug 07, 2015 02:13 AM",0,0,0,0,0,0,0,353,871,7198,Neutral,,,,,,,,,,
410429171539,"TWEET FROM: WESTESSEXNOW","WESTESSEXNOW","(8/8) Barnabas Health Corporation -West Orange  Report Writer/Page Developer  http://t.co/gXzqQCqCg4  Security Analyst  http://t.co/oqggBO869Y","http://twitter.com/WestEssexNOW/statuses/629473742473854976","TWITTER","Aug 07, 2015 02:06 AM",0,0,0,0,0,0,0,353,871,7195,Neutral,,,,,,,,,,
410428992615,"TWEET FROM: WESTESSEXNOW","WESTESSEXNOW","(7 / Many) Barnabas Health Corporation - West Orange Program Manager, ACO   http://t.co/vGsHVKfrQe  Report Writer  http://t.co/9n4tkcYFMo","http://twitter.com/WestEssexNOW/statuses/629473599259312128","TWITTER","Aug 07, 2015 02:06 AM",0,0,0,0,0,0,0,353,871,7194,Neutral,,,,,,,,,,
410428838601,"TWEET FROM: WESTESSEXNOW","WESTESSEXNOW","(6 / Many) Barnabas Health Corporation - West Orange Patient Navigator  http://t.co/skiqMB2U4n  Clinical Analyst  http://t.co/zfsrgm7uQM","http://twitter.com/WestEssexNOW/statuses/629473502437998592","TWITTER","Aug 07, 2015 02:05 AM",0,0,0,0,0,0,0,353,871,7193,Neutral,,,,,,,,,,
410428705939,"TWEET FROM: WESTESSEXNOW","WESTESSEXNOW","(5 Many) Barnabas Health Corporation - West Orange  Windows Engineer  http://t.co/PH8Nr83nYS  Manager, Internal Comm  http://t.co/vhY7XTjJGD","http://twitter.com/WestEssexNOW/statuses/629473366978744320","TWITTER","Aug 07, 2015 02:05 AM",0,0,0,0,0,0,0,353,871,7192,Neutral,,,,,,,,,,
410428574686,"TWEET FROM: WESTESSEXNOW","WESTESSEXNOW","(34Many) Barnabas Health Corporation - West Orange Patient Navigator  http://t.co/skiqMB2U4n  Clinical Analyst  http://t.co/zfsrgm7uQM","http://twitter.com/WestEssexNOW/statuses/629473256303652864","TWITTER","Aug 07, 2015 02:04 AM",0,0,0,0,0,0,0,353,871,7191,Neutral,,,,,,,,,,
410428431312,"TWEET FROM: WESTESSEXNOW","WESTESSEXNOW","(3/Many) Barnabas Health Corporation   Windows Engineer  http://t.co/PH8Nr83nYS  Manager, Internal Communications  http://t.co/vhY7XTjJGD","http://twitter.com/WestEssexNOW/statuses/629473156424708096","TWITTER","Aug 07, 2015 02:04 AM",0,0,0,0,0,0,0,353,871,7190,Neutral,,,,,,,,,,
410428123397,"TWEET FROM: WESTESSEXNOW","WESTESSEXNOW","(2/Many) Barnabas Health Corporation  DirPhysician Contracting  http://t.co/VLKWMxc5nt  Physician Contracting Officer  http://t.co/Peqm2izTe6","http://twitter.com/WestEssexNOW/statuses/629472883899793408","TWITTER","Aug 07, 2015 02:03 AM",0,0,0,0,0,0,0,353,871,7189,Neutral,,,,,,,,,,
410427929688,"TWEET FROM: WESTESSEXNOW","WESTESSEXNOW","(1/Many) Barnabas Health Corp - W Orange  SB8 -Gen Appl  http://t.co/uehtCL2G2C  VP Corp. Services Compensation  http://t.co/v00NtVZKdi","http://twitter.com/WestEssexNOW/statuses/629472721555075072","TWITTER","Aug 07, 2015 02:02 AM",0,0,0,0,0,0,0,353,871,7188,Neutral,,,,,,,,,,
410424043742,"TWEET FROM: WESTESSEXNOW","WESTESSEXNOW","(2/2) (`1/2) Barnabas Health Hospice - West Orange - lists:  2) Social Worker, BSW  http://t.co/HZhKqqNuCq","http://twitter.com/WestEssexNOW/statuses/629469492096188416","TWITTER","Aug 07, 2015 01:49 AM",0,0,0,0,0,0,0,353,871,7187,Neutral,,,,,,,,,,
410423960947,"TWEET FROM: WESTESSEXNOW","WESTESSEXNOW","(`1/2) Barnabas Health Hospice - WOrange 1) RN Visiting Nurse  http://t.co/bfIKMouIkO  and http://t.co/UMtw2ZlF9c  and http://t.co/1Sie1r8n04","http://twitter.com/WestEssexNOW/statuses/629469433602441217","TWITTER","Aug 07, 2015 01:49 AM",0,0,0,0,0,0,0,353,871,7186,Neutral,,,,,,,,,,
410372445264,"TWEET FROM: JOBSATBARNABAS","JOBSATBARNABAS","#Accounting alert: FCC Representative - Per Diem (15 - 20 hrs weekly) | Barnabas Health (Corp) | #TomsRiver, NJ http://t.co/P57LYoayqx","http://twitter.com/JobsAtBarnabas/statuses/629423474541400064","TWITTER","Aug 06, 2015 10:47 PM",0,0,0,0,0,0,0,0,123,712,Neutral,,,,,,,,,,
410362751390,"TWEET FROM: ASHISH_KUMAR05","ASHISH_KUMAR05","Build #Measurement. Assess user satisfaction level with the #ServiceDesk of the Future http://t.co/Axp2ujD7M1  @barnabas_health @hcltech","http://twitter.com/ashish_kumar05/statuses/629414065840893952","TWITTER","Aug 06, 2015 10:09 PM",0,0,0,0,0,0,0,1132,251,618,Neutral,,,,,,,,,,
410370559356,"Post from Barnabas Health Ambulatory Care Center  ","BARNABAS HEALTH AMBULATORY CARE CENTER","Did you know exercise helps fight breast cancer? To learn more about breast cancer, including preventive screenings, understanding your diagnosis, deciding on treatment and more, visit http://ow.ly/QA9wV.","http://www.facebook.com/permalink.php?story_fbid=829009387167550&id=148439165224579","Facebook Photo Posts","Aug 06, 2015 10:03 PM",0,0,0,0,0,0,0,0,0,0,Neutral,,,,,,,,,,
410360900356,"TWEET FROM: BARNABAS_HEALTH","BARNABAS_HEALTH","Did you know exercise helps fight #breastcancer? http://t.co/owju6wAUP2","http://twitter.com/barnabas_health/statuses/629412217478336512","TWITTER","Aug 06, 2015 10:02 PM",0,0,0,0,0,0,0,930,3627,3940,Neutral,,,,,,,,,,
410340721164,"Post from Newark Beth Israel Medical Center and Children's Hospital of New Jersey  ","NEWARK BETH ISRAEL MEDICAL CENTER AND CHILDREN'S HOSPITAL OF NEW JERSEY","http://www.nj.com/living/northernjerseyliving/index.ssf/2015/08/barnabas_health_in_the_communi_115.html","http://www.facebook.com/permalink.php?story_fbid=1001086783258172&id=198809996819192","Facebook Photo Posts","Aug 06, 2015 08:34 PM",0,0,0,0,0,0,0,0,0,0,Neutral,,,,,,,,,,
410340595157,"Post from The Jersey Journal  ","THE JERSEY JOURNAL"," Seven hours after being shot inside a home on Bartholdi Avenue, a mother of three remains in critical conditions at Jersey City Medical Center-Barnabas Health, hospital spokesperson Mark Rabson said....","http://www.facebook.com/permalink.php?story_fbid=10156051230725438&id=184604810437","Facebook Link Posts","Aug 06, 2015 08:33 PM",0,0,0,0,0,0,0,0,0,0,Neutral,,,,,,,,,,
410338206265,"TWEET FROM: BARNABAS_HEALTH","BARNABAS_HEALTH","RT @StevenFulop How #jerseycity w/@UnitedRescueJC will save lives better/faster. @HuffingtonPost http://t.co/yQ2Fbi6npv #JCMakeItYours @JCMedCenter","http://twitter.com/barnabas_health/statuses/629389325696774149","TWITTER","Aug 06, 2015 08:31 PM",0,0,0,0,0,0,0,930,3628,3939,Neutral,,,,,,,,,,
410325521459,"TWEET FROM: NWKHEALTH","NWKHEALTH","Barnabas Health Home Health and ...: Registered Nurse, RN- Home Care-West Orange... (#WestOrange, NJ) http://t.co/O3Le9mi3Sn #Healthcare","http://twitter.com/nwkhealth/statuses/629376303465164800","TWITTER","Aug 06, 2015 07:39 PM",0,0,0,0,0,0,0,325,524,311,Neutral,,,,,,,,,,
410321274023,"TWEET FROM: NWKHEALTH","NWKHEALTH","#Healthcare alert: Registered Nurse, Visiting RN, Home... | Barnabas Health Home Health and ... | #WestOrange, NJ http://t.co/fzLTxsIDrE","http://twitter.com/nwkhealth/statuses/629371827555598337","TWITTER","Aug 06, 2015 07:21 PM",0,0,0,0,0,0,0,325,524,311,Neutral,,,,,,,,,,
410317248144,"TWEET FROM: BARNABAS_HEALTH","BARNABAS_HEALTH","RT @SteveAdubato Barry Ostrowsky & Barbara Mintz @barnabas_health talking #Newark healthy initiatives for new ""Newark at a Crossroads"" http://t.co/WdOheVM87x","http://twitter.com/barnabas_health/statuses/629367600909299713","TWITTER","Aug 06, 2015 07:05 PM",0,0,0,0,0,0,0,930,3628,3938,Neutral,,,,,,,,,,
410317035944,"TWEET FROM: BARNABAS_HEALTH","BARNABAS_HEALTH","Join us tomorrow at Monmouth Medical Center for a Farmer’s Market 11 a.m. to 2 p.m. #FarmToHospital","http://twitter.com/barnabas_health/statuses/629367389159821313","TWITTER","Aug 06, 2015 07:04 PM",0,0,0,0,0,0,0,930,3628,3937,Neutral,,,,,,,,,,
410316927774,"TWEET FROM: BARNHEALTHACC","BARNHEALTHACC","Join us for “Yoga: Empowerment for Women,” Mondays, 11 a.m., at Barnabas Health Ambulatory Care Center, 200 South... http://t.co/gvwqxmUGMu","http://twitter.com/BarnHealthACC/statuses/629367306662072320","TWITTER","Aug 06, 2015 07:03 PM",0,0,0,0,0,0,0,75,110,861,Neutral,,,,,,,,,,
410316964728,"Post from Barnabas Health Ambulatory Care Center  ","BARNABAS HEALTH AMBULATORY CARE CENTER","Join us for “Yoga: Empowerment for Women,” Mondays, 11 a.m., at Barnabas Health Ambulatory Care Center, 200 South Orange Avenue, Conference Room A/B, Livingston. Classes are led by certified yoga alliance instructors with advanced training from the Kula for Karma organization. Attendees are required to have...","http://www.facebook.com/permalink.php?story_fbid=828970087171480&id=148439165224579","facebook.com Discussions","Aug 06, 2015 07:03 PM",0,0,0,0,0,0,0,0,0,0,Neutral,,,,,,,,,,
410312387593,"TWEET FROM: NWKHEALTH","NWKHEALTH","#Healthcare in #WestOrange, NJ: Physical Therapist, Home Health - Essex... at Barnabas Health Home Health and ... http://t.co/eW8zNj7eVL","http://twitter.com/nwkhealth/statuses/629362875954515969","TWITTER","Aug 06, 2015 06:46 PM",0,0,0,0,0,0,0,325,524,309,Neutral,,,,,,,,,,
410308547808,"TWEET FROM: STEVEADUBATO","STEVEADUBATO","Barry Ostrowsky & Barbara Mintz @barnabas_health talking #Newark healthy initiatives for new ""Newark at a Crossroads"" http://t.co/WdOheVM87x","http://twitter.com/SteveAdubato/statuses/629359112078364672","TWITTER","Aug 06, 2015 06:31 PM",0,0,0,0,0,0,0,1968,4359,4096,Neutral,,,,,,,,,,
410307806639,"TWEET FROM: NWKHEALTH","NWKHEALTH","Barnabas Health Home Health and ...: Registered Nurse, Visiting RN, Home Health Essex (#WestOrange, NJ) http://t.co/MUZModMt3e #Healthcare","http://twitter.com/nwkhealth/statuses/629358377127268352","TWITTER","Aug 06, 2015 06:28 PM",0,0,0,0,0,0,0,325,524,308,Neutral,,,,,,,,,,
410304334430,"TWEET FROM: AARHEALTHCAREUG","AARHEALTHCAREUG","@JobsAtBarnabas thanks for sharing Barnabas Health, have a great Thursday :) (insight by http://t.co/1ZTihajDOL)","http://twitter.com/AARHealthcareUg/statuses/629354771359625216","TWITTER","Aug 06, 2015 06:14 PM",0,0,0,0,0,0,0,235,116,269,Neutral,,,,,,,,,,
410298446002,"TWEET FROM: OCEANHAPPENING","OCEANHAPPENING","Congrats @barnabas_health on your nomination to the Ocean #HappeningList! Vote here until 8/31 to be named a winner! http://t.co/WrX867gadd","http://twitter.com/OceanHappening/statuses/629348893373919234","TWITTER","Aug 06, 2015 05:50 PM",0,0,0,0,0,0,0,623,1507,2310,Neutral,,,,,,,,,,
410293262929,"Post from Disability Rights Advocates  ","DISABILITY RIGHTS ADVOCATES","News 12 The Bronx Speaks with DRA and Bronx Independent Living Services about suit to ensure Bronx healthcare facility is accessible to everyone http://trib.al/b6XNjgx Group files lawsuit against Union Community Health Center, St. Barnabas Hospital | News 12 Bronx A Bronx group that serves people with...","http://www.facebook.com/permalink.php?story_fbid=1092124397482977&id=534872113208211","Facebook Link Posts","Aug 06, 2015 05:20 PM",0,0,0,0,0,0,0,0,0,0,Neutral,,,,,,,,,,
410027303475,"Re: Re: Films in Van Vorst TONITE Wednesday August 5th!","SCORE09","Quote: : Quote: : Brought to you with generous support from Dixon Leasing, Silverman Building Neighborhoods, PSE&G, JCMC Barnabas Health & The City of Jersey City-- The false generosity of paternalism, keeping the people aligned with corporate interests. And don't forget how generous and supportive they are...","http://jclist.com/modules/newbb/viewtopic.php?topic_id=34687#384481","Forum Replies","Aug 06, 2015 04:16 PM",0,0,4,0,0,0,6,0,0,0,Neutral,,,,,,,,,,
410259245308,"TWEET FROM: NWKNURSING","NWKNURSING","Registered Nurse, Visiting RN, Hospice West Orange (Per Diem) - Barnabas Health Hospice: (#WestOrange, NJ) http://t.co/FoE1r9wXAf #Nursing","http://twitter.com/nwknursing/statuses/629312529211113472","TWITTER","Aug 06, 2015 03:26 PM",0,0,0,0,0,0,0,325,496,278,Neutral,,,,,,,,,,
410258874294,"Post from Newark Beth Israel Medical Center and Children's Hospital of New Jersey  ","NEWARK BETH ISRAEL MEDICAL CENTER AND CHILDREN'S HOSPITAL OF NEW JERSEY","Life does not stop when you have heart failure. The following five tips can help to improve your quality of life, whether you’re living with heart failure or trying to protect your heart from damage. http://ow.ly/QzMH5 Living well with heart failure Tips from the Barnabas Health Heart Centers","http://www.facebook.com/permalink.php?story_fbid=1000955389937978&id=198809996819192","Facebook Link Posts","Aug 06, 2015 03:24 PM",0,0,0,0,0,0,0,0,0,0,Neutral,,,,,,,,,,
410260742118,"Post from Barnabas Health Ambulatory Care Center  ","BARNABAS HEALTH AMBULATORY CARE CENTER","Life does not stop when you have heart failure. The following five tips can help to improve your quality of life, whether you’re living with heart failure or trying to protect your heart from damage. Living well with heart failure Tips from the Barnabas Health Heart Centers","http://www.facebook.com/permalink.php?story_fbid=828875787180910&id=148439165224579","Facebook Link Posts","Aug 06, 2015 03:24 PM",0,0,0,0,0,0,0,0,0,0,Neutral,,,,,,,,,,
410466222960,"Post from Monmouth Medical Center  ","MONMOUTH MEDICAL CENTER","Life does not stop when you have heart failure. The following five tips can help to improve your quality of life, whether you’re living with heart failure or trying to protect your heart from damage. Living well with heart failure Tips from the Barnabas Health Heart Centers","http://www.facebook.com/permalink.php?story_fbid=1198074043542424&id=193652903984548","Facebook Link Posts","Aug 06, 2015 03:23 PM",0,0,0,0,0,0,0,0,0,0,Neutral,,,,,,,,,,
410279202199,"Post from Clara Maass Medical Center Foundation  ","CLARA MAASS MEDICAL CENTER FOUNDATION","Life does not stop when you have heart failure. The following five tips can help to improve your quality of life, whether you’re living with heart failure or trying to protect your heart from damage. Living well with heart failure Tips from the Barnabas Health Heart Centers","http://www.facebook.com/permalink.php?story_fbid=712322698879379&id=108319119279743","Facebook Link Posts","Aug 06, 2015 03:23 PM",0,0,0,0,0,0,0,0,0,0,Neutral,,,,,,,,,,
410275828465,"Post from Jersey City Medical Center  ","JERSEY CITY MEDICAL CENTER","Life does not stop when you have heart failure. The following five tips can help to improve your quality of life, whether you’re living with heart failure or trying to protect your heart from damage. Living well with heart failure Tips from the Barnabas Health Heart Centers","http://www.facebook.com/permalink.php?story_fbid=10153457749498605&id=146041778604","Facebook Link Posts","Aug 06, 2015 03:23 PM",0,0,0,0,0,0,0,0,0,0,Neutral,,,,,,,,,,
410258358530,"TWEET FROM: BARNABAS_HEALTH","BARNABAS_HEALTH","Living well with #heartfailure http://t.co/LpmdZfy4bM","http://twitter.com/barnabas_health/statuses/629311721656688641","TWITTER","Aug 06, 2015 03:23 PM",0,0,0,0,0,0,0,930,3628,3936,Neutral,,,,,,,,,,
410236131160,"Post from Janine Rose Real Estate Professional  ","JANINE ROSE REAL ESTATE PROFESSIONAL","Barnabas-RWJ merger approved by both boards | NJBIZ The long-discussed merger of Barnabas Health and the Robert Wood Johnson Health System — a deal that would create the state's largest health network — has been approved by the boards of both systems, a source told NJBIZ.","http://www.facebook.com/permalink.php?story_fbid=874358162651217&id=242838525803187","Facebook Link Posts","Aug 06, 2015 01:45 PM",0,0,0,0,0,0,0,0,0,0,Neutral,,,,,,,,,,
410203006043,"TWEET FROM: TMJ_NJ_ACCT","TMJ_NJ_ACCT","#Oceanport, NJ #Accounting : Patient Accounts Representative (Follow up & Collections) at Barnabas Health (Corp) http://t.co/G6B2q37PJ2","http://twitter.com/tmj_NJ_ACCT/statuses/629260684912521216","TWITTER","Aug 06, 2015 12:00 PM",0,0,0,0,0,0,0,285,415,96,Neutral,,,,,,,,,,
410189166008,"Post from St Barnabas Lincolnshire Hospice  ","ST BARNABAS LINCOLNSHIRE HOSPICE","Lady luck was on her side! One of our long serving volunteers from our shop in Sleaford walked away with a cash prize of £100 after taking a chance on our hospice scratchcards! Could you be our next lucky winner? The scratchcards are available from all of our hospice shops and cost just £1! They are a fun...","http://www.facebook.com/permalink.php?story_fbid=838206269581029&id=176807392387590","Facebook Photo Posts","Aug 06, 2015 09:48 AM",0,0,0,0,0,0,0,0,0,0,Neutral,,,,,,,,,,
410160968680,"Post from St Barnabas House  ","ST BARNABAS HOUSE","Our Hospice Outreach vehicle will be visiting Southlands Hospital for the first time today! We'll be parked in the car from from 10am to 2pm. Marcelle and Shaun will be there to give advice and information about St Barnabas’ services and other services for people with a life-limiting illness. Please pop...","http://www.facebook.com/permalink.php?story_fbid=803714566393437&id=137652022999698","Facebook Photo Posts","Aug 06, 2015 08:06 AM",0,0,0,0,0,0,0,0,0,0,Neutral,,,,,,,,,,
